Year,Category,Energy Carrier,TJ
1998,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
1998,export,electricity,-156140.0
1998,export,Petroleum,-20500.0
1998,export,District heating,
1998,export,gas,
1998,export,Wood energy,-170.0
1998,export,Core fuel,
1998,export,Money,0.0
1998,export,Garbage and industrial waste,
1998,export,crude oil,
1998,export,Extendation of renewable energies,0.0
1998,export,Hydropower,
1998,import,electricity,134710.0
1998,import,Petroleum,362430.0
1998,import,District heating,
1998,import,gas,98880.0
1998,import,Wood energy,360.0
1998,import,Core fuel,265830.0
1998,import,Money,2690.0
1998,import,Garbage and industrial waste,
1998,import,crude oil,216740.0
1998,import,Extendation of renewable energies,0.0
1998,import,Hydropower,
1998,Domestic production,electricity,
1998,Domestic production,Petroleum,
1998,Domestic production,District heating,
1998,Domestic production,gas,0.0
1998,Domestic production,Wood energy,30010.0
1998,Domestic production,Core fuel,
1998,Domestic production,Money,0.0
1998,Domestic production,Garbage and industrial waste,37660.0
1998,Domestic production,crude oil,0.0
1998,Domestic production,Extendation of renewable energies,7080.0
1998,Domestic production,Hydropower,123460.0
1998,Warehouse change,electricity,
1998,Warehouse change,Petroleum,-6950.0
1998,Warehouse change,District heating,
1998,Warehouse change,gas,
1998,Warehouse change,Wood energy,
1998,Warehouse change,Core fuel,
1998,Warehouse change,Money,1120.0
1998,Warehouse change,Garbage and industrial waste,
1998,Warehouse change,crude oil,220.0
1998,Warehouse change,Extendation of renewable energies,
1998,Warehouse change,Hydropower,
1998,Non -energy consumption,electricity,
1998,Non -energy consumption,Petroleum,-20890.0
1998,Non -energy consumption,District heating,
1998,Non -energy consumption,gas,
1998,Non -energy consumption,Wood energy,
1998,Non -energy consumption,Core fuel,
1998,Non -energy consumption,Money,
1998,Non -energy consumption,Garbage and industrial waste,
1998,Non -energy consumption,crude oil,
1998,Non -energy consumption,Extendation of renewable energies,
1998,Non -energy consumption,Hydropower,
1999,Gross consumption,electricity,-36820.0
1999,Gross consumption,Petroleum,332220.0
1999,Gross consumption,District heating,
1999,Gross consumption,gas,102450.0
1999,Gross consumption,Wood energy,30070.0
1999,Gross consumption,Core fuel,256610.0
1999,Gross consumption,Money,3960.0
1999,Gross consumption,Garbage and industrial waste,41670.0
1999,Gross consumption,crude oil,218180.0
1999,Gross consumption,Extendation of renewable energies,7360.0
1999,Gross consumption,Hydropower,146220.0
1999,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-18900.0
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-11410.0
1999,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1370.0
1999,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-200.0
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
1999,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
1999,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
1999,End consumption - services,electricity,54470.0
1999,End consumption - services,Petroleum,60070.0
1999,End consumption - services,District heating,2450.0
1999,End consumption - services,gas,20300.0
1999,End consumption - services,Wood energy,4160.0
1999,End consumption - services,Core fuel,
1999,End consumption - services,Money,0.0
1999,End consumption - services,Garbage and industrial waste,0.0
1999,End consumption - services,crude oil,
1999,End consumption - services,Extendation of renewable energies,1860.0
1999,End consumption - services,Hydropower,
1999,End consumption - households,electricity,56010.0
1999,End consumption - households,Petroleum,127330.0
1999,End consumption - households,District heating,5080.0
1999,End consumption - households,gas,38450.0
1999,End consumption - households,Wood energy,19540.0
1999,End consumption - households,Core fuel,
1999,End consumption - households,Money,140.0
1999,End consumption - households,Garbage and industrial waste,0.0
1999,End consumption - households,crude oil,
1999,End consumption - households,Extendation of renewable energies,3860.0
1999,End consumption - households,Hydropower,
1999,End consumption - industry,electricity,61280.0
1999,End consumption - industry,Petroleum,40990.0
1999,End consumption - industry,District heating,5680.0
1999,End consumption - industry,gas,31080.0
1999,End consumption - industry,Wood energy,5520.0
1999,End consumption - industry,Core fuel,
1999,End consumption - industry,Money,3590.0
1999,End consumption - industry,Garbage and industrial waste,8930.0
1999,End consumption - industry,crude oil,
1999,End consumption - industry,Extendation of renewable energies,460.0
1999,End consumption - industry,Hydropower,
1999,End consumption - statistical difference including agriculture,electricity,3440.0
1999,End consumption - statistical difference including agriculture,Petroleum,-710.0
1999,End consumption - statistical difference including agriculture,District heating,0.0
1999,End consumption - statistical difference including agriculture,gas,3180.0
1999,End consumption - statistical difference including agriculture,Wood energy,600.0
1999,End consumption - statistical difference including agriculture,Core fuel,
1999,End consumption - statistical difference including agriculture,Money,230.0
1999,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
1999,End consumption - statistical difference including agriculture,crude oil,
1999,End consumption - statistical difference including agriculture,Extendation of renewable energies,60.0
1999,End consumption - statistical difference including agriculture,Hydropower,
1999,End consumption - total,electricity,184370.0
1999,End consumption - total,Petroleum,514600.0
1999,End consumption - total,District heating,13210.0
1999,End consumption - total,gas,93310.0
1999,End consumption - total,Wood energy,29820.0
1999,End consumption - total,Core fuel,0.0
1999,End consumption - total,Money,3960.0
1999,End consumption - total,Garbage and industrial waste,8930.0
1999,End consumption - total,crude oil,0.0
1999,End consumption - total,Extendation of renewable energies,6300.0
1999,End consumption - total,Hydropower,0.0
1999,End consumption - traffic,electricity,9170.0
1999,End consumption - traffic,Petroleum,286920.0
1999,End consumption - traffic,District heating,
1999,End consumption - traffic,gas,300.0
1999,End consumption - traffic,Wood energy,
1999,End consumption - traffic,Core fuel,
1999,End consumption - traffic,Money,
1999,End consumption - traffic,Garbage and industrial waste,
1999,End consumption - traffic,crude oil,
1999,End consumption - traffic,Extendation of renewable energies,60.0
1999,End consumption - traffic,Hydropower,
1999,Energy conversion - various renewable,electricity,610.0
1999,Energy conversion - various renewable,Petroleum,
1999,Energy conversion - various renewable,District heating,50.0
1999,Energy conversion - various renewable,gas,0.0
1999,Energy conversion - various renewable,Wood energy,-60.0
1999,Energy conversion - various renewable,Core fuel,
1999,Energy conversion - various renewable,Money,
1999,Energy conversion - various renewable,Garbage and industrial waste,
1999,Energy conversion - various renewable,crude oil,
1999,Energy conversion - various renewable,Extendation of renewable energies,-1060.0
1999,Energy conversion - various renewable,Hydropower,
1999,Energy conversion - gas works,electricity,
1999,Energy conversion - gas works,Petroleum,-150.0
1999,Energy conversion - gas works,District heating,
1999,Energy conversion - gas works,gas,140.0
1999,Energy conversion - gas works,Wood energy,
1999,Energy conversion - gas works,Core fuel,
1999,Energy conversion - gas works,Money,
1999,Energy conversion - gas works,Garbage and industrial waste,
1999,Energy conversion - gas works,crude oil,
1999,Energy conversion - gas works,Extendation of renewable energies,
1999,Energy conversion - gas works,Hydropower,
1999,Energy conversion - nuclear power plants,electricity,84680.0
1999,Energy conversion - nuclear power plants,Petroleum,
1999,Energy conversion - nuclear power plants,District heating,1160.0
1999,Energy conversion - nuclear power plants,gas,
1999,Energy conversion - nuclear power plants,Wood energy,
1999,Energy conversion - nuclear power plants,Core fuel,-256610.0
1999,Energy conversion - nuclear power plants,Money,
1999,Energy conversion - nuclear power plants,Garbage and industrial waste,
1999,Energy conversion - nuclear power plants,crude oil,
1999,Energy conversion - nuclear power plants,Extendation of renewable energies,
1999,Energy conversion - nuclear power plants,Hydropower,
1999,Energy conversion - refineries,electricity,
1999,Energy conversion - refineries,Petroleum,217960.0
1999,Energy conversion - refineries,District heating,
1999,Energy conversion - refineries,gas,
1999,Energy conversion - refineries,Wood energy,
1999,Energy conversion - refineries,Core fuel,
1999,Energy conversion - refineries,Money,
1999,Energy conversion - refineries,Garbage and industrial waste,
1999,Energy conversion - refineries,crude oil,-218180.0
1999,Energy conversion - refineries,Extendation of renewable energies,
1999,Energy conversion - refineries,Hydropower,
1999,Energy conversion - hydropower plants,electricity,146220.0
1999,Energy conversion - hydropower plants,Petroleum,
1999,Energy conversion - hydropower plants,District heating,
1999,Energy conversion - hydropower plants,gas,
1999,Energy conversion - hydropower plants,Wood energy,
1999,Energy conversion - hydropower plants,Core fuel,
1999,Energy conversion - hydropower plants,Money,
1999,Energy conversion - hydropower plants,Garbage and industrial waste,
1999,Energy conversion - hydropower plants,crude oil,
1999,Energy conversion - hydropower plants,Extendation of renewable energies,
1999,Energy conversion - hydropower plants,Hydropower,-146220.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,8580.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-2290.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,13370.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-9080.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-190.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-32740.0
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
1999,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
1999,export,electricity,-170250.0
1999,export,Petroleum,-24010.0
1999,export,District heating,
1999,export,gas,
1999,export,Wood energy,-250.0
1999,export,Core fuel,
1999,export,Money,-10.0
1999,export,Garbage and industrial waste,
1999,export,crude oil,
1999,export,Extendation of renewable energies,0.0
1999,export,Hydropower,
1999,import,electricity,133430.0
1999,import,Petroleum,322350.0
1999,import,District heating,
1999,import,gas,102450.0
1999,import,Wood energy,340.0
1999,import,Core fuel,256610.0
1999,import,Money,2570.0
1999,import,Garbage and industrial waste,
1999,import,crude oil,217620.0
1999,import,Extendation of renewable energies,0.0
1999,import,Hydropower,
1999,Domestic production,electricity,
1999,Domestic production,Petroleum,
1999,Domestic production,District heating,
1999,Domestic production,gas,0.0
1999,Domestic production,Wood energy,29980.0
1999,Domestic production,Core fuel,
1999,Domestic production,Money,0.0
1999,Domestic production,Garbage and industrial waste,41670.0
1999,Domestic production,crude oil,0.0
1999,Domestic production,Extendation of renewable energies,7360.0
1999,Domestic production,Hydropower,146220.0
1999,Warehouse change,electricity,
1999,Warehouse change,Petroleum,33880.0
1999,Warehouse change,District heating,
1999,Warehouse change,gas,
1999,Warehouse change,Wood energy,
1999,Warehouse change,Core fuel,
1999,Warehouse change,Money,1400.0
1999,Warehouse change,Garbage and industrial waste,
1999,Warehouse change,crude oil,560.0
1999,Warehouse change,Extendation of renewable energies,
1999,Warehouse change,Hydropower,
1999,Non -energy consumption,electricity,
1999,Non -energy consumption,Petroleum,-21730.0
1999,Non -energy consumption,District heating,
1999,Non -energy consumption,gas,
1999,Non -energy consumption,Wood energy,
1999,Non -energy consumption,Core fuel,
1999,Non -energy consumption,Money,
1999,Non -energy consumption,Garbage and industrial waste,
1999,Non -energy consumption,crude oil,
1999,Non -energy consumption,Extendation of renewable energies,
1999,Non -energy consumption,Hydropower,
2000,Gross consumption,electricity,-25450.0
2000,Gross consumption,Petroleum,337530.0
2000,Gross consumption,District heating,
2000,Gross consumption,gas,101880.0
2000,Gross consumption,Wood energy,28390.0
2000,Gross consumption,Core fuel,272170.0
2000,Gross consumption,Money,5770.0
2000,Gross consumption,Garbage and industrial waste,45560.0
2000,Gross consumption,crude oil,198260.0
2000,Gross consumption,Extendation of renewable energies,7440.0
2000,Gross consumption,Hydropower,136260.0
2000,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-21260.0
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-10110.0
2000,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1110.0
2000,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-190.0
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2000,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2000,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2000,End consumption - services,electricity,53140.0
2000,End consumption - services,Petroleum,54520.0
2000,End consumption - services,District heating,2820.0
2000,End consumption - services,gas,20890.0
2000,End consumption - services,Wood energy,3970.0
2000,End consumption - services,Core fuel,
2000,End consumption - services,Money,0.0
2000,End consumption - services,Garbage and industrial waste,0.0
2000,End consumption - services,crude oil,
2000,End consumption - services,Extendation of renewable energies,1860.0
2000,End consumption - services,Hydropower,
2000,End consumption - households,electricity,56620.0
2000,End consumption - households,Petroleum,116480.0
2000,End consumption - households,District heating,4800.0
2000,End consumption - households,gas,36590.0
2000,End consumption - households,Wood energy,17990.0
2000,End consumption - households,Core fuel,
2000,End consumption - households,Money,130.0
2000,End consumption - households,Garbage and industrial waste,0.0
2000,End consumption - households,crude oil,
2000,End consumption - households,Extendation of renewable energies,3880.0
2000,End consumption - households,Hydropower,
2000,End consumption - industry,electricity,64890.0
2000,End consumption - industry,Petroleum,36250.0
2000,End consumption - industry,District heating,5560.0
2000,End consumption - industry,gas,32000.0
2000,End consumption - industry,Wood energy,5610.0
2000,End consumption - industry,Core fuel,
2000,End consumption - industry,Money,5550.0
2000,End consumption - industry,Garbage and industrial waste,10440.0
2000,End consumption - industry,crude oil,
2000,End consumption - industry,Extendation of renewable energies,470.0
2000,End consumption - industry,Hydropower,
2000,End consumption - statistical difference including agriculture,electricity,3550.0
2000,End consumption - statistical difference including agriculture,Petroleum,1180.0
2000,End consumption - statistical difference including agriculture,District heating,0.0
2000,End consumption - statistical difference including agriculture,gas,3780.0
2000,End consumption - statistical difference including agriculture,Wood energy,560.0
2000,End consumption - statistical difference including agriculture,Core fuel,
2000,End consumption - statistical difference including agriculture,Money,90.0
2000,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
2000,End consumption - statistical difference including agriculture,crude oil,
2000,End consumption - statistical difference including agriculture,Extendation of renewable energies,50.0
2000,End consumption - statistical difference including agriculture,Hydropower,
2000,End consumption - total,electricity,188540.0
2000,End consumption - total,Petroleum,501800.0
2000,End consumption - total,District heating,13180.0
2000,End consumption - total,gas,93600.0
2000,End consumption - total,Wood energy,28130.0
2000,End consumption - total,Core fuel,0.0
2000,End consumption - total,Money,5770.0
2000,End consumption - total,Garbage and industrial waste,10440.0
2000,End consumption - total,crude oil,0.0
2000,End consumption - total,Extendation of renewable energies,6330.0
2000,End consumption - total,Hydropower,0.0
2000,End consumption - traffic,electricity,10340.0
2000,End consumption - traffic,Petroleum,293370.0
2000,End consumption - traffic,District heating,
2000,End consumption - traffic,gas,340.0
2000,End consumption - traffic,Wood energy,
2000,End consumption - traffic,Core fuel,
2000,End consumption - traffic,Money,
2000,End consumption - traffic,Garbage and industrial waste,
2000,End consumption - traffic,crude oil,
2000,End consumption - traffic,Extendation of renewable energies,70.0
2000,End consumption - traffic,Hydropower,
2000,Energy conversion - various renewable,electricity,640.0
2000,Energy conversion - various renewable,Petroleum,
2000,Energy conversion - various renewable,District heating,50.0
2000,Energy conversion - various renewable,gas,10.0
2000,Energy conversion - various renewable,Wood energy,-70.0
2000,Energy conversion - various renewable,Core fuel,
2000,Energy conversion - various renewable,Money,
2000,Energy conversion - various renewable,Garbage and industrial waste,
2000,Energy conversion - various renewable,crude oil,
2000,Energy conversion - various renewable,Extendation of renewable energies,-1110.0
2000,Energy conversion - various renewable,Hydropower,
2000,Energy conversion - gas works,electricity,
2000,Energy conversion - gas works,Petroleum,-100.0
2000,Energy conversion - gas works,District heating,
2000,Energy conversion - gas works,gas,90.0
2000,Energy conversion - gas works,Wood energy,
2000,Energy conversion - gas works,Core fuel,
2000,Energy conversion - gas works,Money,
2000,Energy conversion - gas works,Garbage and industrial waste,
2000,Energy conversion - gas works,crude oil,
2000,Energy conversion - gas works,Extendation of renewable energies,
2000,Energy conversion - gas works,Hydropower,
2000,Energy conversion - nuclear power plants,electricity,89820.0
2000,Energy conversion - nuclear power plants,Petroleum,
2000,Energy conversion - nuclear power plants,District heating,1120.0
2000,Energy conversion - nuclear power plants,gas,
2000,Energy conversion - nuclear power plants,Wood energy,
2000,Energy conversion - nuclear power plants,Core fuel,-272170.0
2000,Energy conversion - nuclear power plants,Money,
2000,Energy conversion - nuclear power plants,Garbage and industrial waste,
2000,Energy conversion - nuclear power plants,crude oil,
2000,Energy conversion - nuclear power plants,Extendation of renewable energies,
2000,Energy conversion - nuclear power plants,Hydropower,
2000,Energy conversion - refineries,electricity,
2000,Energy conversion - refineries,Petroleum,197960.0
2000,Energy conversion - refineries,District heating,
2000,Energy conversion - refineries,gas,
2000,Energy conversion - refineries,Wood energy,
2000,Energy conversion - refineries,Core fuel,
2000,Energy conversion - refineries,Money,
2000,Energy conversion - refineries,Garbage and industrial waste,
2000,Energy conversion - refineries,crude oil,-198260.0
2000,Energy conversion - refineries,Extendation of renewable energies,
2000,Energy conversion - refineries,Hydropower,
2000,Energy conversion - hydropower plants,electricity,136260.0
2000,Energy conversion - hydropower plants,Petroleum,
2000,Energy conversion - hydropower plants,District heating,
2000,Energy conversion - hydropower plants,gas,
2000,Energy conversion - hydropower plants,Wood energy,
2000,Energy conversion - hydropower plants,Core fuel,
2000,Energy conversion - hydropower plants,Money,
2000,Energy conversion - hydropower plants,Garbage and industrial waste,
2000,Energy conversion - hydropower plants,crude oil,
2000,Energy conversion - hydropower plants,Extendation of renewable energies,
2000,Energy conversion - hydropower plants,Hydropower,-136260.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,8530.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-1130.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,13120.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-8190.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-190.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Garbage and industrial waste,-35120.0
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",crude oil,
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Extendation of renewable energies,
2000,"Energy conversion- conventional-thermal power, television heating and television power plants",Hydropower,
2000,export,electricity,-113040.0
2000,export,Petroleum,-27640.0
2000,export,District heating,
2000,export,gas,
2000,export,Wood energy,-340.0
2000,export,Core fuel,
2000,export,Money,-10.0
2000,export,Garbage and industrial waste,
2000,export,crude oil,
2000,export,Extendation of renewable energies,0.0
2000,export,Hydropower,
2000,import,electricity,87590.0
2000,import,Petroleum,329410.0
2000,import,District heating,
2000,import,gas,101880.0
2000,import,Wood energy,340.0
2000,import,Core fuel,272170.0
2000,import,Money,7830.0
2000,import,Garbage and industrial waste,
2000,import,crude oil,198090.0
2000,import,Extendation of renewable energies,0.0
2000,import,Hydropower,
2000,Domestic production,electricity,
2000,Domestic production,Petroleum,
2000,Domestic production,District heating,
2000,Domestic production,gas,0.0
2000,Domestic production,Wood energy,28390.0
2000,Domestic production,Core fuel,
2000,Domestic production,Money,0.0
2000,Domestic production,Garbage and industrial waste,45560.0
2000,Domestic production,crude oil,0.0
2000,Domestic production,Extendation of renewable energies,7440.0
2000,Domestic production,Hydropower,136260.0
2000,Warehouse change,electricity,
2000,Warehouse change,Petroleum,35760.0
2000,Warehouse change,District heating,
2000,Warehouse change,gas,
2000,Warehouse change,Wood energy,
2000,Warehouse change,Core fuel,
2000,Warehouse change,Money,-2050.0
2000,Warehouse change,Garbage and industrial waste,
2000,Warehouse change,crude oil,170.0
2000,Warehouse change,Extendation of renewable energies,
2000,Warehouse change,Hydropower,
2000,Non -energy consumption,electricity,
2000,Non -energy consumption,Petroleum,-22350.0
2000,Non -energy consumption,District heating,
2000,Non -energy consumption,gas,
2000,Non -energy consumption,Wood energy,
2000,Non -energy consumption,Core fuel,
2000,Non -energy consumption,Money,
2000,Non -energy consumption,Garbage and industrial waste,
2000,Non -energy consumption,crude oil,
2000,Non -energy consumption,Extendation of renewable energies,
2000,Non -energy consumption,Hydropower,
2001,Gross consumption,electricity,-37590.0
2001,Gross consumption,Petroleum,337980.0
2001,Gross consumption,District heating,
2001,Gross consumption,gas,106040.0
2001,Gross consumption,Wood energy,30200.0
2001,Gross consumption,Core fuel,275920.0
2001,Gross consumption,Money,6030.0
2001,Gross consumption,Garbage and industrial waste,46360.0
2001,Gross consumption,crude oil,209840.0
2001,Gross consumption,Extendation of renewable energies,7920.0
2001,Gross consumption,Hydropower,152140.0
2001,"Self -consumption of the energy sector, network losses, consumption of storage",electricity,-21540.0
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Petroleum,-10950.0
2001,"Self -consumption of the energy sector, network losses, consumption of storage",District heating,-1450.0
2001,"Self -consumption of the energy sector, network losses, consumption of storage",gas,-200.0
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Wood energy,
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Core fuel,
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Money,
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Garbage and industrial waste,
2001,"Self -consumption of the energy sector, network losses, consumption of storage",crude oil,
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Extendation of renewable energies,
2001,"Self -consumption of the energy sector, network losses, consumption of storage",Hydropower,
2001,End consumption - services,electricity,55530.0
2001,End consumption - services,Petroleum,57610.0
2001,End consumption - services,District heating,2930.0
2001,End consumption - services,gas,21580.0
2001,End consumption - services,Wood energy,4320.0
2001,End consumption - services,Core fuel,
2001,End consumption - services,Money,0.0
2001,End consumption - services,Garbage and industrial waste,0.0
2001,End consumption - services,crude oil,
2001,End consumption - services,Extendation of renewable energies,1960.0
2001,End consumption - services,Hydropower,
2001,End consumption - households,electricity,57890.0
2001,End consumption - households,Petroleum,122850.0
2001,End consumption - households,District heating,5150.0
2001,End consumption - households,gas,38240.0
2001,End consumption - households,Wood energy,19000.0
2001,End consumption - households,Core fuel,
2001,End consumption - households,Money,130.0
2001,End consumption - households,Garbage and industrial waste,0.0
2001,End consumption - households,crude oil,
2001,End consumption - households,Extendation of renewable energies,4210.0
2001,End consumption - households,Hydropower,
2001,End consumption - industry,electricity,65870.0
2001,End consumption - industry,Petroleum,38870.0
2001,End consumption - industry,District heating,5820.0
2001,End consumption - industry,gas,32860.0
2001,End consumption - industry,Wood energy,6000.0
2001,End consumption - industry,Core fuel,
2001,End consumption - industry,Money,5900.0
2001,End consumption - industry,Garbage and industrial waste,10450.0
2001,End consumption - industry,crude oil,
2001,End consumption - industry,Extendation of renewable energies,490.0
2001,End consumption - industry,Hydropower,
2001,End consumption - statistical difference including agriculture,electricity,3670.0
2001,End consumption - statistical difference including agriculture,Petroleum,7420.0
2001,End consumption - statistical difference including agriculture,District heating,0.0
2001,End consumption - statistical difference including agriculture,gas,4380.0
2001,End consumption - statistical difference including agriculture,Wood energy,630.0
2001,End consumption - statistical difference including agriculture,Core fuel,
2001,End consumption - statistical difference including agriculture,Money,0.0
2001,End consumption - statistical difference including agriculture,Garbage and industrial waste,0.0
2001,End consumption - statistical difference including agriculture,crude oil,
2001,End consumption - statistical difference including agriculture,Extendation of renewable energies,50.0
2001,End consumption - statistical difference including agriculture,Hydropower,
2001,End consumption - total,electricity,193500.0
2001,End consumption - total,Petroleum,512620.0
2001,End consumption - total,District heating,13900.0
2001,End consumption - total,gas,97420.0
2001,End consumption - total,Wood energy,29950.0
2001,End consumption - total,Core fuel,0.0
2001,End consumption - total,Money,6030.0
2001,End consumption - total,Garbage and industrial waste,10450.0
2001,End consumption - total,crude oil,0.0
2001,End consumption - total,Extendation of renewable energies,6780.0
2001,End consumption - total,Hydropower,0.0
2001,End consumption - traffic,electricity,10540.0
2001,End consumption - traffic,Petroleum,285870.0
2001,End consumption - traffic,District heating,
2001,End consumption - traffic,gas,360.0
2001,End consumption - traffic,Wood energy,
2001,End consumption - traffic,Core fuel,
2001,End consumption - traffic,Money,
2001,End consumption - traffic,Garbage and industrial waste,
2001,End consumption - traffic,crude oil,
2001,End consumption - traffic,Extendation of renewable energies,70.0
2001,End consumption - traffic,Hydropower,
2001,Energy conversion - various renewable,electricity,670.0
2001,Energy conversion - various renewable,Petroleum,
2001,Energy conversion - various renewable,District heating,50.0
2001,Energy conversion - various renewable,gas,20.0
2001,Energy conversion - various renewable,Wood energy,-70.0
2001,Energy conversion - various renewable,Core fuel,
2001,Energy conversion - various renewable,Money,
2001,Energy conversion - various renewable,Garbage and industrial waste,
2001,Energy conversion - various renewable,crude oil,
2001,Energy conversion - various renewable,Extendation of renewable energies,-1140.0
2001,Energy conversion - various renewable,Hydropower,
2001,Energy conversion - gas works,electricity,
2001,Energy conversion - gas works,Petroleum,-100.0
2001,Energy conversion - gas works,District heating,
2001,Energy conversion - gas works,gas,90.0
2001,Energy conversion - gas works,Wood energy,
2001,Energy conversion - gas works,Core fuel,
2001,Energy conversion - gas works,Money,
2001,Energy conversion - gas works,Garbage and industrial waste,
2001,Energy conversion - gas works,crude oil,
2001,Energy conversion - gas works,Extendation of renewable energies,
2001,Energy conversion - gas works,Hydropower,
2001,Energy conversion - nuclear power plants,electricity,91050.0
2001,Energy conversion - nuclear power plants,Petroleum,
2001,Energy conversion - nuclear power plants,District heating,1130.0
2001,Energy conversion - nuclear power plants,gas,
2001,Energy conversion - nuclear power plants,Wood energy,
2001,Energy conversion - nuclear power plants,Core fuel,-275920.0
2001,Energy conversion - nuclear power plants,Money,
2001,Energy conversion - nuclear power plants,Garbage and industrial waste,
2001,Energy conversion - nuclear power plants,crude oil,
2001,Energy conversion - nuclear power plants,Extendation of renewable energies,
2001,Energy conversion - nuclear power plants,Hydropower,
2001,Energy conversion - refineries,electricity,
2001,Energy conversion - refineries,Petroleum,209150.0
2001,Energy conversion - refineries,District heating,
2001,Energy conversion - refineries,gas,
2001,Energy conversion - refineries,Wood energy,
2001,Energy conversion - refineries,Core fuel,
2001,Energy conversion - refineries,Money,
2001,Energy conversion - refineries,Garbage and industrial waste,
2001,Energy conversion - refineries,crude oil,-209840.0
2001,Energy conversion - refineries,Extendation of renewable energies,
2001,Energy conversion - refineries,Hydropower,
2001,Energy conversion - hydropower plants,electricity,152140.0
2001,Energy conversion - hydropower plants,Petroleum,
2001,Energy conversion - hydropower plants,District heating,
2001,Energy conversion - hydropower plants,gas,
2001,Energy conversion - hydropower plants,Wood energy,
2001,Energy conversion - hydropower plants,Core fuel,
2001,Energy conversion - hydropower plants,Money,
2001,Energy conversion - hydropower plants,Garbage and industrial waste,
2001,Energy conversion - hydropower plants,crude oil,
2001,Energy conversion - hydropower plants,Extendation of renewable energies,
2001,Energy conversion - hydropower plants,Hydropower,-152140.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",electricity,8770.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Petroleum,-1230.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",District heating,14170.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",gas,-8530.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Wood energy,-180.0
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Core fuel,
2001,"Energy conversion- conventional-thermal power, television heating and television power plants",Money,0.0
